launch_service_provider,mission,name,net,pad,rocket,status
Orbital Sciences Corporation,—,Pegasus XL | Space Technology 5 (ST-5) (3x microsats),03/28/2006 8:10 p.m.,Vandenberg Space Force Base | Air launch to orbit,Pegasus XL,Launch Successful
Orbital Sciences Corporation,COSMIC 1-6,Minotaur I | COSMIC 1-6,04/15/2006 1:40 a.m.,"Space Launch Complex 8 | Vandenberg SFB, CA, USA",Minotaur I,Launch Successful
Orbital Sciences Corporation,Tacsat 2,Minotaur I | Tacsat 2,12/16/2006 noon,"Launch Area 0 B | Wallops Island, Virginia, USA",Minotaur I,Launch Successful
Orbital Sciences Corporation,NFIRE,Minotaur I | NFIRE,04/24/2007 6:48 a.m.,"Launch Area 0 B | Wallops Island, Virginia, USA",Minotaur I,Launch Successful
Orbital Sciences Corporation,—,Pegasus XL | Aeronomy of Ice in the Mesosphere (AIM),04/25/2007 8:26 p.m.,Vandenberg Space Force Base | Air launch to orbit,Pegasus XL,Launch Successful
Orbital Sciences Corporation,—,Pegasus XL | Communications/Navigation Outage Forecasting System (C/NOFS),04/16/2008 5:01 p.m.,Kwajalein Atoll | Air launch to orbit,Pegasus XL,Launch Successful
Orbital Sciences Corporation,—,Pegasus XL | Interstellar Boundary Explorer (IBEX),10/19/2008 5:47 p.m.,Kwajalein Atoll | Air launch to orbit,Pegasus XL,Launch Successful
Orbital Sciences Corporation,OCO,Taurus 3110 | OCO,02/24/2009 9:55 a.m.,"Space Launch Complex 576E | Vandenberg SFB, CA, USA",Minotaur-C 3110,Launch Failure
Orbital Sciences Corporation,Tacsat 3,Minotaur I | Tacsat 3,05/19/2009 11:55 p.m.,"Launch Area 0 B | Wallops Island, Virginia, USA",Minotaur I,Launch Successful
Orbital Sciences Corporation,—,Minotaur IV | SBSS (USA-216),09/26/2010 4:41 a.m.,"Space Launch Complex 8 | Vandenberg SFB, CA, USA",Minotaur IV,Launch Successful
Orbital Sciences Corporation,STP S-26,Minotaur IV HAPS | STP S-26,11/20/2010 1:25 a.m.,"Launch Pad 1 | Pacific Spaceport Complex, Alaska, USA",Minotaur IV,Launch Successful
Orbital Sciences Corporation,NROL-66 (RPP) (USA-225),Minotaur I | NROL-66 (RPP) (USA-225),02/06/2011 12:26 p.m.,"Space Launch Complex 8 | Vandenberg SFB, CA, USA",Minotaur I,Launch Successful
Orbital Sciences Corporation,—,Minotaur-C (Taurus XL) | Glory,03/04/2011 10:09 a.m.,"Space Launch Complex 8 | Vandenberg SFB, CA, USA",Minotaur,Launch Failure
Orbital Sciences Corporation,ORS-1 (USA-231),Minotaur I | ORS-1 (USA-231),06/30/2011 3:09 a.m.,"Launch Area 0 B | Wallops Island, Virginia, USA",Minotaur I,Launch Successful
Orbital Sciences Corporation,—,Minotaur IV+ | TacSat-4,09/27/2011 3:49 p.m.,"Launch Pad 1 | Pacific Spaceport Complex, Alaska, USA",Minotaur IV,Launch Successful
Orbital Sciences Corporation,Nuclear Spectroscopic Telescope Array (NuSTAR),Pegasus XL | Nuclear Spectroscopic Telescope Array (NuSTAR),06/13/2012 4 p.m.,Kwajalein Atoll | Air launch to orbit,Pegasus XL,Launch Successful
Orbital Sciences Corporation,—,Antares 110 | Cygnus Mass Simulator,04/21/2013 9 p.m.,"Launch Area 0 A | Wallops Island, Virginia, USA",Antares 110,Launch Successful
Orbital Sciences Corporation,Interface Region Imaging Spectrograph (IRIS),Pegasus XL | Interface Region Imaging Spectrograph (IRIS),06/28/2013 2:27 a.m.,Vandenberg Space Force Base | Air launch to orbit,Pegasus XL,Launch Successful
Orbital Sciences Corporation,LADEE,Minotaur V | LADEE,09/07/2013 3:27 a.m.,"Launch Area 0 B | Wallops Island, Virginia, USA",Minotaur V,Launch Successful
Orbital Sciences Corporation,Cygnus Orb-D1 (S.S. G. David Low),Antares 110 | Cygnus Orb-1 (S.S. G. David Low),09/18/2013 2:58 p.m.,"Launch Area 0 A | Wallops Island, Virginia, USA",Antares 110,Launch Successful
Orbital Sciences Corporation,ORS 3 and STPSat 3,Minotaur I | ORS-3,11/20/2013 1:15 a.m.,"Launch Area 0 B | Wallops Island, Virginia, USA",Minotaur I,Launch Successful
Orbital Sciences Corporation,ORB-1,Antares 120 | Cygnus CRS Orb-1,01/09/2014 6:07 p.m.,"Launch Area 0 A | Wallops Island, Virginia, USA",Antares 120,Launch Successful
Orbital Sciences Corporation,Cygnus CRS Orb-2,Antares 120 | Cygnus CRS Orb-2,07/13/2014 4:52 p.m.,"Launch Area 0 A | Wallops Island, Virginia, USA",Antares 120,Launch Successful
Orbital Sciences Corporation,Cygnus CRS Orb-3,Antares 130 | Cygnus CRS Orb-3,10/28/2014 10:22 p.m.,"Launch Area 0 A | Wallops Island, Virginia, USA",Antares 130,Launch Failure
