launch_service_provider,mission,name,net,pad,rocket,status
Strategic Rocket Forces,—,Kosmos-2I 63S1 | Kosmos-2I | DS-1-1,10/27/1961 4:30 p.m.,"Mayak-2 | Kapustin Yar, Russian Federation",Kosmos-2I 63S1,Launch Failure
Seventh Ministry of Machine Building Industry,JSSW 4,Feng Bao 1 | JSSW 4,11/10/1976 9:05 a.m.,"Launch Area 2B | Jiuquan Satellite Launch Center, People's Republic of China",Feng Bao 1,Launch Failure
Seventh Ministry of Machine Building Industry,FSW-0 2,Long March 2 | FSW-0 2,12/07/1976 4:38 a.m.,"Launch Area 2B | Jiuquan Satellite Launch Center, People's Republic of China",Long March 2,Launch Successful
Seventh Ministry of Machine Building Industry,FSW-0 3,Long March 2 | FSW-0 3,01/26/1978 5 a.m.,"Launch Area 2B | Jiuquan Satellite Launch Center, People's Republic of China",Long March 2,Launch Successful
Seventh Ministry of Machine Building Industry,Shi Jian 2,Feng Bao 1 | Shi Jian 2,07/27/1979 9:28 p.m.,"Launch Area 2B | Jiuquan Satellite Launch Center, People's Republic of China",Feng Bao 1,Launch Failure
Seventh Ministry of Machine Building Industry,"Shi Jian 2, 2A, 2B","Feng Bao 1 | Shi Jian 2, 2A, 2B",09/19/1981 9:28 p.m.,"Launch Area 2B | Jiuquan Satellite Launch Center, People's Republic of China",Feng Bao 1,Launch Successful
Russian Space Forces,Yantar-4K2 62,Soyuz U | Yantar-4K2 62,01/21/1992 3 p.m.,"43/4 (43R) | Plesetsk Cosmodrome, Russian Federation",Soyuz U,Launch Successful
Progress Rocket Space Center,US-K 68,Molniya-M | US-K 68,01/24/1992 1:18 a.m.,"43/3 (43L) | Plesetsk Cosmodrome, Russian Federation",Molniya-M,Launch Successful
Russian Federal Space Agency (ROSCOSMOS),—,Soyuz-U2 | Progress M-11,01/25/1992 7:50 a.m.,"1/5 | Baikonur Cosmodrome, Republic of Kazakhstan",Soyuz-U,Launch Successful
Khrunichev State Research and Production Space Center,Uragan 45 to 47,Proton | Uragan 45 to 47,01/29/1992 10:19 p.m.,"81/23 (81L) | Baikonur Cosmodrome, Republic of Kazakhstan",Proton,Launch Successful
Russian Federal Space Agency (ROSCOSMOS),Tselina-2 10,Zenit-2 | Tselina-2 10,02/05/1992 6:14 p.m.,"45/1 | Baikonur Cosmodrome, Republic of Kazakhstan",Zenit-2,Launch Failure
Production Corporation Polyot,Parus 75,Kosmos-3M | Parus 75,02/17/1992 10:05 p.m.,"133/3 (133L) | Plesetsk Cosmodrome, Russian Federation",Kosmos-3M,Launch Successful
Progress Rocket Space Center,Molniya-1T 83,Molniya-M | Molniya-1T 83,03/04/1992 4:27 a.m.,"43/4 (43R) | Plesetsk Cosmodrome, Russian Federation",Molniya-M,Launch Successful
Production Corporation Polyot,Tsikada 18,Kosmos-3M | Tsikada 18,03/09/1992 10:35 p.m.,"132/1 (132L) | Plesetsk Cosmodrome, Russian Federation",Kosmos-3M,Launch Successful
Russian Federal Space Agency (ROSCOSMOS),Soyuz TM-14,Soyuz-U2 | Soyuz TM-14,03/17/1992 10:54 a.m.,"1/5 | Baikonur Cosmodrome, Republic of Kazakhstan",Soyuz-U,Launch Successful
Russian Space Forces,Yantar-4K2 63,Soyuz-U-PVB | Yantar-4K2 63,04/01/1992 2:18 p.m.,"16/2 | Plesetsk Cosmodrome, Russian Federation",Soyuz-U-PVB,Launch Successful
Khrunichev State Research and Production Space Center,Gorizont 25,Proton | Gorizont 25,04/02/1992 1:50 a.m.,"81/23 (81L) | Baikonur Cosmodrome, Republic of Kazakhstan",Proton,Launch Successful
Russian Federal Space Agency (ROSCOSMOS),Yantar-4KS1M 2,Soyuz U | Yantar-4KS1M 2,04/08/1992 12:20 p.m.,"31/6 | Baikonur Cosmodrome, Republic of Kazakhstan",Soyuz U,Launch Successful
Production Corporation Polyot,Parus 76,Kosmos-3M | Parus 76,04/15/1992 7:17 a.m.,"132/1 (132L) | Plesetsk Cosmodrome, Russian Federation",Kosmos-3M,Launch Successful
Russian Federal Space Agency (ROSCOSMOS),—,Soyuz-U2 | Progress M-12,04/19/1992 9:29 p.m.,"1/5 | Baikonur Cosmodrome, Republic of Kazakhstan",Soyuz-U,Launch Successful
Russian Space Forces,Resurs-F2 8,Soyuz U | Resurs-F2 8,04/29/1992 7 a.m.,"43/4 (43R) | Plesetsk Cosmodrome, Russian Federation",Soyuz U,Launch Successful
Russian Federal Space Agency (ROSCOSMOS),Yantar-1KFT 15,Soyuz U | Yantar-1KFT 15,04/29/1992 10:10 a.m.,"1/5 | Baikonur Cosmodrome, Republic of Kazakhstan",Soyuz U,Launch Successful
Russian Space Forces,Yantar-4K2 64,Soyuz U | Yantar-4K2 64,05/28/1992 7:09 p.m.,"16/2 | Plesetsk Cosmodrome, Russian Federation",Soyuz U,Launch Successful
Production Corporation Polyot,Strela-1M 361-368,Kosmos-3M | Strela-1M 361-368,06/03/1992 12:50 a.m.,"133/3 (133L) | Plesetsk Cosmodrome, Russian Federation",Kosmos-3M,Launch Successful
Russian Space Forces,Resurs-F 15,Soyuz-U-PVB | Resurs-F 15,06/23/1992 8 a.m.,"43/3 (43L) | Plesetsk Cosmodrome, Russian Federation",Soyuz-U-PVB,Launch Successful
Russian Federal Space Agency (ROSCOSMOS),—,Soyuz-U2 | Progress M-13,06/30/1992 4:43 p.m.,"31/6 | Baikonur Cosmodrome, Republic of Kazakhstan",Soyuz-U,Launch Successful
Production Corporation Polyot,Parus 77,Kosmos-3M | Parus 77,07/01/1992 8:16 p.m.,"133/3 (133L) | Plesetsk Cosmodrome, Russian Federation",Kosmos-3M,Launch Successful
Progress Rocket Space Center,US-K 69,Molniya 8K78M-PVB | US-K 69,07/08/1992 9:53 a.m.,"43/3 (43L) | Plesetsk Cosmodrome, Russian Federation",Molniya 8K78M-PVB,Launch Successful
Russian Space Forces,Strela-3 79 to 82,Tsiklon-3 | Strela-3 79 to 82,07/13/1992 5:41 p.m.,"32/1 | Plesetsk Cosmodrome, Russian Federation",Tsiklon-3,Launch Successful
Khrunichev State Research and Production Space Center,Gorizont 26,Proton | Gorizont 26,07/14/1992 10:02 p.m.,"81/23 (81L) | Baikonur Cosmodrome, Republic of Kazakhstan",Proton,Launch Successful
Russian Space Forces,Yantar-4K2 65,Soyuz U | Yantar-4K2 65,07/24/1992 7:40 p.m.,"43/3 (43L) | Plesetsk Cosmodrome, Russian Federation",Soyuz U,Launch Successful
Russian Federal Space Agency (ROSCOSMOS),Soyuz TM-15,Soyuz-U2 | Soyuz TM-15,07/27/1992 6:08 a.m.,"1/5 | Baikonur Cosmodrome, Republic of Kazakhstan",Soyuz-U,Launch Successful
Khrunichev State Research and Production Space Center,Uragan 48 to 50,Proton | Uragan 48 to 50,07/30/1992 1:59 a.m.,"81/23 (81L) | Baikonur Cosmodrome, Republic of Kazakhstan",Proton,Launch Successful
Russian Space Forces,Zenit-8 100,Soyuz-U-PVB | Zenit-8 100,07/30/1992 11 a.m.,"43/4 (43R) | Plesetsk Cosmodrome, Russian Federation",Soyuz-U-PVB,Launch Successful
Progress Rocket Space Center,Molniya-1T 84,Molniya-M | Molniya-1T 84,08/06/1992 7:30 p.m.,"43/3 (43L) | Plesetsk Cosmodrome, Russian Federation",Molniya-M,Launch Successful
Production Corporation Polyot,Strela-2M 50,Kosmos-3M | Strela-2M 50,08/12/1992 5:44 a.m.,"132/1 (132L) | Plesetsk Cosmodrome, Russian Federation",Kosmos-3M,Launch Successful
Russian Federal Space Agency (ROSCOSMOS),—,Soyuz-U2 | Progress M-14,08/15/1992 10:18 p.m.,"31/6 | Baikonur Cosmodrome, Republic of Kazakhstan",Soyuz-U,Launch Successful
Russian Space Forces,Resurs-F 16,Soyuz U | Resurs-F 16,08/19/1992 10:20 a.m.,"16/2 | Plesetsk Cosmodrome, Russian Federation",Soyuz U,Launch Successful
Khrunichev State Research and Production Space Center,US-KS 6,Proton | US-KS 6,09/10/1992 6:01 p.m.,"81/23 (81L) | Baikonur Cosmodrome, Republic of Kazakhstan",Proton,Launch Successful
Russian Space Forces,Yantar-4K2 66,Soyuz U | Yantar-4K2 66,09/22/1992 4:10 p.m.,"16/2 | Plesetsk Cosmodrome, Russian Federation",Soyuz U,Launch Successful
Russian Space Forces,Foton 8,Soyuz U | Foton 8,10/08/1992 7 p.m.,"43/4 (43R) | Plesetsk Cosmodrome, Russian Federation",Soyuz U,Launch Successful
Progress Rocket Space Center,Molniya-3 50L,Molniya 8K78M-PVB | Molniya-3 50L,10/14/1992 7:58 p.m.,"43/3 (43L) | Plesetsk Cosmodrome, Russian Federation",Molniya 8K78M-PVB,Launch Successful
Russian Space Forces,Strela-3 83 to 88,Tsiklon-3 | Strela-3 83 to 88,10/20/1992 12:58 p.m.,"32/1 | Plesetsk Cosmodrome, Russian Federation",Tsiklon-3,Launch Successful
Progress Rocket Space Center,US-K 70,Molniya 8K78M-PVB | US-K 70,10/21/1992 10:21 a.m.,"16/2 | Plesetsk Cosmodrome, Russian Federation",Molniya 8K78M-PVB,Launch Successful
Russian Federal Space Agency (ROSCOSMOS),—,Soyuz-U2 | Progress M-15,10/27/1992 5:19 p.m.,"31/6 | Baikonur Cosmodrome, Republic of Kazakhstan",Soyuz-U,Launch Successful
Production Corporation Polyot,Parus 78,Kosmos-3M | Parus 78,10/29/1992 10:40 a.m.,"133/3 (133L) | Plesetsk Cosmodrome, Russian Federation",Kosmos-3M,Launch Successful
Khrunichev State Research and Production Space Center,Ekran-M 3,Proton | Ekran-M 3,10/30/1992 2:59 p.m.,"81/23 (81L) | Baikonur Cosmodrome, Republic of Kazakhstan",Proton,Launch Successful
Russian Space Forces,Resurs-500,Soyuz-U-PVB | Resurs-500,11/15/1992 9:45 p.m.,"16/2 | Plesetsk Cosmodrome, Russian Federation",Soyuz-U-PVB,Launch Successful
Russian Federal Space Agency (ROSCOSMOS),Tselina-2 11,Zenit-2 | Tselina-2 11,11/17/1992 7:47 a.m.,"45/1 | Baikonur Cosmodrome, Republic of Kazakhstan",Zenit-2,Launch Successful
Russian Space Forces,Yantar-4K2 67,Soyuz U | Yantar-4K2 67,11/20/1992 3:29 p.m.,"43/4 (43R) | Plesetsk Cosmodrome, Russian Federation",Soyuz U,Launch Successful
Russian Space Forces,Tselina-D 67,Tsiklon-3 | Tselina-D 67,11/24/1992 4:09 a.m.,"32/2 | Plesetsk Cosmodrome, Russian Federation",Tsiklon-3,Launch Successful
Progress Rocket Space Center,US-K 71,Molniya 8K78M-PVB | US-K 71,11/25/1992 12:18 p.m.,"43/3 (43L) | Plesetsk Cosmodrome, Russian Federation",Molniya 8K78M-PVB,Launch Successful
Khrunichev State Research and Production Space Center,Gorizont 27,Proton | Gorizont 27,11/27/1992 1:10 p.m.,"81/23 (81L) | Baikonur Cosmodrome, Republic of Kazakhstan",Proton,Launch Successful
Progress Rocket Space Center,Molniya-3 56L,Molniya 8K78M-PVB | Molniya-3 56L,12/02/1992 1:57 a.m.,"43/3 (43L) | Plesetsk Cosmodrome, Russian Federation",Molniya 8K78M-PVB,Launch Successful
Russian Federal Space Agency (ROSCOSMOS),Yantar-4KS1M 3,Soyuz U | Yantar-4KS1M 3,12/09/1992 11:25 a.m.,"1/5 | Baikonur Cosmodrome, Republic of Kazakhstan",Soyuz U,Launch Successful
Khrunichev State Research and Production Space Center,US-KMO 2,Proton | US-KMO 2,12/17/1992 12:45 p.m.,"200/39 (200L) | Baikonur Cosmodrome, Republic of Kazakhstan",Proton,Launch Successful
Russian Federal Space Agency (ROSCOSMOS),Orlets-1 4,Soyuz U | Orlets-1 4,12/22/1992 noon,"31/6 | Baikonur Cosmodrome, Republic of Kazakhstan",Soyuz U,Launch Successful
Russian Space Forces,Geo-IK 13,Tsiklon-3 | Geo-IK 13,12/22/1992 12:36 p.m.,"32/2 | Plesetsk Cosmodrome, Russian Federation",Tsiklon-3,Launch Successful
Russian Federal Space Agency (ROSCOSMOS),Tselina-2 12,Zenit-2 | Tselina-2 12,12/25/1992 5:56 a.m.,"45/1 | Baikonur Cosmodrome, Republic of Kazakhstan",Zenit-2,Launch Successful
Russian Space Forces,Tselina-D 68,Tsiklon-3 | Tselina-D 68,12/25/1992 8:07 p.m.,"32/2 | Plesetsk Cosmodrome, Russian Federation",Tsiklon-3,Launch Successful
Russian Space Forces,Bion 10,Soyuz-U-PVB | Bion 10,12/29/1992 1:30 p.m.,"43/3 (43L) | Plesetsk Cosmodrome, Russian Federation",Soyuz-U-PVB,Launch Successful
Production Corporation Polyot,Tsikada 19,Kosmos-3M | Tsikada 19,01/12/1993 11:10 a.m.,"133/3 (133L) | Plesetsk Cosmodrome, Russian Federation",Kosmos-3M,Launch Successful
Progress Rocket Space Center,Molniya-1T 85,Molniya-M | Molniya-1T 85,01/13/1993 1:49 a.m.,"43/4 (43R) | Plesetsk Cosmodrome, Russian Federation",Molniya-M,Launch Successful
Russian Space Forces,Yantar-4K2 68,Soyuz U | Yantar-4K2 68,01/19/1993 2:49 p.m.,"43/3 (43L) | Plesetsk Cosmodrome, Russian Federation",Soyuz U,Launch Successful
Russian Federal Space Agency (ROSCOSMOS),Soyuz TM-16,Soyuz-U2 | Soyuz TM-16,01/24/1993 5:58 a.m.,"1/5 | Baikonur Cosmodrome, Republic of Kazakhstan",Soyuz-U,Launch Successful
Progress Rocket Space Center,US-K 72,Molniya-M | US-K 72,01/26/1993 3:55 p.m.,"16/2 | Plesetsk Cosmodrome, Russian Federation",Molniya-M,Launch Successful
Production Corporation Polyot,Parus 79,Kosmos-3M | Parus 79,02/09/1993 2:56 a.m.,"133/3 (133L) | Plesetsk Cosmodrome, Russian Federation",Kosmos-3M,Launch Successful
Khrunichev State Research and Production Space Center,Uragan 51 to 53,Proton | Uragan 51 to 53,02/17/1993 8:09 p.m.,"81/23 (81L) | Baikonur Cosmodrome, Republic of Kazakhstan",Proton,Launch Successful
Russian Federal Space Agency (ROSCOSMOS),—,Soyuz-U2 | Progress M-16,02/21/1993 6:32 p.m.,"1/5 | Baikonur Cosmodrome, Republic of Kazakhstan",Soyuz-U,Launch Successful
Khrunichev State Research and Production Space Center,Raduga 29,Proton | Raduga 29,03/25/1993 2:28 a.m.,"81/23 (81L) | Baikonur Cosmodrome, Republic of Kazakhstan",Proton,Launch Successful
Russian Space Forces,EKA-1,Start-1 | EKA-1,03/25/1993 1:15 p.m.,"158 | Plesetsk Cosmodrome, Russian Federation",Start-1,Launch Successful
Russian Federal Space Agency (ROSCOSMOS),Tselina-2 13,Zenit-2 | Tselina-2 13,03/26/1993 2:21 a.m.,"45/1 | Baikonur Cosmodrome, Republic of Kazakhstan",Zenit-2,Launch Successful
Russian Federal Space Agency (ROSCOSMOS),US-PM 1,Tsiklon-2 | US-PM 1,03/30/1993 noon,"90/20 | Baikonur Cosmodrome, Republic of Kazakhstan",Tsiklon-2,Launch Successful
Russian Federal Space Agency (ROSCOSMOS),—,Soyuz-U2 | Progress M-17,03/31/1993 3:34 a.m.,"1/5 | Baikonur Cosmodrome, Republic of Kazakhstan",Soyuz-U,Launch Successful
Production Corporation Polyot,Parus 80,Kosmos-3M | Parus 80,04/01/1993 6:57 p.m.,"133/3 (133L) | Plesetsk Cosmodrome, Russian Federation",Kosmos-3M,Launch Successful
Russian Space Forces,Yantar-4K2 69,Soyuz U | Yantar-4K2 69,04/02/1993 2:30 p.m.,"16/2 | Plesetsk Cosmodrome, Russian Federation",Soyuz U,Launch Successful
Progress Rocket Space Center,US-K 73,Molniya-M | US-K 73,04/06/1993 7:07 p.m.,"43/4 (43R) | Plesetsk Cosmodrome, Russian Federation",Molniya-M,Launch Successful
Russian Space Forces,Tselina-R 4,Tsiklon-3 | Tselina-R 4,04/16/1993 7:49 a.m.,"32/1 | Plesetsk Cosmodrome, Russian Federation",Tsiklon-3,Launch Successful
Progress Rocket Space Center,Molniya-3 57L,Molniya-M | Molniya-3 57L,04/21/1993 12:23 a.m.,"43/4 (43R) | Plesetsk Cosmodrome, Russian Federation",Molniya-M,Launch Successful
Russian Federal Space Agency (ROSCOSMOS),Yantar-1KFT 16,Soyuz U | Yantar-1KFT 16,04/27/1993 10:35 a.m.,"31/6 | Baikonur Cosmodrome, Republic of Kazakhstan",Soyuz U,Launch Successful
Russian Federal Space Agency (ROSCOSMOS),US-PM 2,Tsiklon-2 | US-PM 2,04/28/1993 3:39 a.m.,"90/20 | Baikonur Cosmodrome, Republic of Kazakhstan",Tsiklon-2,Launch Successful
Russian Space Forces,Strela-3 89 to 94,Tsiklon-3 | Strela-3 89 to 94,05/11/1993 2:56 p.m.,"32/1 | Plesetsk Cosmodrome, Russian Federation",Tsiklon-3,Launch Successful
Russian Space Forces,Resurs-F2 9,Soyuz U | Resurs-F2 9,05/21/1993 9:15 a.m.,"16/2 | Plesetsk Cosmodrome, Russian Federation",Soyuz U,Launch Successful
Russian Federal Space Agency (ROSCOSMOS),—,Soyuz-U2 | Progress M-18,05/22/1993 6:41 a.m.,"1/5 | Baikonur Cosmodrome, Republic of Kazakhstan",Soyuz-U,Launch Successful
Progress Rocket Space Center,Molniya-1T 86,Molniya-M | Molniya-1T 86,05/26/1993 3:23 a.m.,"43/4 (43R) | Plesetsk Cosmodrome, Russian Federation",Molniya-M,Launch Successful
Khrunichev State Research and Production Space Center,Gorizont 39L,Proton | Gorizont 39L,05/27/1993 1:22 a.m.,"81/23 (81L) | Baikonur Cosmodrome, Republic of Kazakhstan",Proton,Launch Failure
Production Corporation Polyot,Strela-2M 51,Kosmos-3M | Strela-2M 51,06/16/1993 4:17 a.m.,"132/1 (132L) | Plesetsk Cosmodrome, Russian Federation",Kosmos-3M,Launch Successful
Russian Space Forces,Strela-3 95 to 100,Tsiklon-3 | Strela-3 95 to 100,06/24/1993 4:12 a.m.,"32/1 | Plesetsk Cosmodrome, Russian Federation",Tsiklon-3,Launch Successful
Russian Space Forces,Resurs-F 18,Soyuz-U-PVB | Resurs-F 18,06/25/1993 8:20 a.m.,"16/2 | Plesetsk Cosmodrome, Russian Federation",Soyuz-U-PVB,Launch Successful
Russian Federal Space Agency (ROSCOSMOS),Soyuz TM-17,Soyuz-U2 | Soyuz TM-17,07/01/1993 2:32 p.m.,"1/5 | Baikonur Cosmodrome, Republic of Kazakhstan",Soyuz-U,Launch Successful
Russian Federal Space Agency (ROSCOSMOS),US-PM 3,Tsiklon-2 | US-PM 3,07/07/1993 7:15 a.m.,"90/20 | Baikonur Cosmodrome, Republic of Kazakhstan",Tsiklon-2,Launch Successful
Russian Space Forces,Yantar-4K2 70,Soyuz-U-PVB | Yantar-4K2 70,07/14/1993 2:40 p.m.,"43/3 (43L) | Plesetsk Cosmodrome, Russian Federation",Soyuz-U-PVB,Launch Successful
Russian Space Forces,Zenit-8 101,Soyuz-U-PVB | Zenit-8 101,07/22/1993 8:45 a.m.,"43/3 (43L) | Plesetsk Cosmodrome, Russian Federation",Soyuz-U-PVB,Launch Successful
Progress Rocket Space Center,Molniya-3 58L,Molniya-M | Molniya-3 58L,08/04/1993 12:52 a.m.,"43/3 (43L) | Plesetsk Cosmodrome, Russian Federation",Molniya-M,Launch Successful
Progress Rocket Space Center,US-K 74,Molniya-M | US-K 74,08/10/1993 2:53 p.m.,"16/2 | Plesetsk Cosmodrome, Russian Federation",Molniya-M,Launch Successful
Russian Federal Space Agency (ROSCOSMOS),—,Soyuz U | Progress M-19,08/10/1993 10:23 p.m.,"1/5 | Baikonur Cosmodrome, Republic of Kazakhstan",Soyuz U,Launch Successful
Russian Space Forces,Resurs-F 19,Soyuz-U-PVB | Resurs-F 19,08/24/1993 10:45 a.m.,"16/2 | Plesetsk Cosmodrome, Russian Federation",Soyuz-U-PVB,Launch Successful
Russian Space Forces,Meteor-2 21,Tsiklon-3 | Meteor-2 21,08/31/1993 4:40 a.m.,"32/1 | Plesetsk Cosmodrome, Russian Federation",Tsiklon-3,Launch Successful
Russian Federal Space Agency (ROSCOSMOS),Orlets-1 5,Soyuz-U | Orlets-1 5,09/07/1993 1:25 p.m.,"31/6 | Baikonur Cosmodrome, Republic of Kazakhstan",Soyuz-U,Launch Successful
Russian Federal Space Agency (ROSCOSMOS),Tselina-2 14,Zenit-2 | Tselina-2 14,09/16/1993 7:36 a.m.,"45/1 | Baikonur Cosmodrome, Republic of Kazakhstan",Zenit-2,Launch Successful
Russian Federal Space Agency (ROSCOSMOS),US-PM 4,Tsiklon-2 | US-PM 4,09/17/1993 12:43 a.m.,"90/20 | Baikonur Cosmodrome, Republic of Kazakhstan",Tsiklon-2,Launch Successful
Khrunichev State Research and Production Space Center,Raduga 30,Proton | Raduga 30,09/30/1993 5:05 p.m.,"81/23 (81L) | Baikonur Cosmodrome, Republic of Kazakhstan",Proton,Launch Successful
Russian Federal Space Agency (ROSCOSMOS),—,Soyuz U | Progress M-20,10/11/1993 9:33 p.m.,"1/5 | Baikonur Cosmodrome, Republic of Kazakhstan",Soyuz U,Launch Successful
Production Corporation Polyot,Taifun-1B 13,Kosmos-3M | Taifun-1B 13,10/26/1993 1 p.m.,"132/1 (132L) | Plesetsk Cosmodrome, Russian Federation",Kosmos-3M,Launch Successful
Khrunichev State Research and Production Space Center,Gorizont 28,Proton | Gorizont 28,10/28/1993 3:17 p.m.,"81/23 (81L) | Baikonur Cosmodrome, Republic of Kazakhstan",Proton,Launch Successful
Production Corporation Polyot,Parus 81,Kosmos-3M | Parus 81,11/02/1993 12:10 p.m.,"132/1 (132L) | Plesetsk Cosmodrome, Russian Federation",Kosmos-3M,Launch Successful
Russian Federal Space Agency (ROSCOSMOS),Yantar-4KS1M 4,Soyuz U | Yantar-4KS1M 4,11/05/1993 8:25 a.m.,"1/5 | Baikonur Cosmodrome, Republic of Kazakhstan",Soyuz U,Launch Successful
Khrunichev State Research and Production Space Center,Rimsat G1,Proton | Rimsat G1,11/18/1993 1:54 p.m.,"81/23 (81L) | Baikonur Cosmodrome, Republic of Kazakhstan",Proton,Launch Successful
Progress Rocket Space Center,Molniya-1T 87,Molniya-M | Molniya-1T 87,12/22/1993 8:37 p.m.,"43/3 (43L) | Plesetsk Cosmodrome, Russian Federation",Molniya-M,Launch Successful
Russian Federal Space Agency (ROSCOSMOS),Soyuz TM-18,Soyuz-U2 | Soyuz TM-18,01/08/1994 10:05 a.m.,"1/5 | Baikonur Cosmodrome, Republic of Kazakhstan",Soyuz-U,Launch Successful
Khrunichev State Research and Production Space Center,Gals 1,Proton-K/DM-2M | Gals 1,01/20/1994 9:49 a.m.,"81/23 (81L) | Baikonur Cosmodrome, Republic of Kazakhstan",Proton-K/DM-2M,Launch Successful
Russian Space Forces,Meteor-3 6,Tsiklon-3 | Meteor-3 6,01/25/1994 12:25 a.m.,"32/1 | Plesetsk Cosmodrome, Russian Federation",Tsiklon-3,Launch Successful
Russian Federal Space Agency (ROSCOSMOS),—,Soyuz U | Progress M-21,01/28/1994 2:12 a.m.,"1/5 | Baikonur Cosmodrome, Republic of Kazakhstan",Soyuz U,Launch Successful
Khrunichev State Research and Production Space Center,Raduga-1 3,Proton | Raduga-1 3,02/05/1994 8:46 a.m.,"81/23 (81L) | Baikonur Cosmodrome, Republic of Kazakhstan",Proton,Launch Successful
Russian Space Forces,Strela-3 101 to 106,Tsiklon-3 | Strela-3 101 to 106,02/12/1994 8:54 a.m.,"32/1 | Plesetsk Cosmodrome, Russian Federation",Tsiklon-3,Launch Successful
Khrunichev State Research and Production Space Center,Raduga 31,Proton | Raduga 31,02/18/1994 7:56 a.m.,"81/23 (81L) | Baikonur Cosmodrome, Republic of Kazakhstan",Proton,Launch Successful
Russian Space Forces,Koronas-I,Tsiklon-3 | Koronas-I,03/02/1994 3:25 a.m.,"32/1 | Plesetsk Cosmodrome, Russian Federation",Tsiklon-3,Launch Successful
Russian Space Forces,Yantar-4K2 71,Soyuz-U-PVB | Yantar-4K2 71,03/17/1994 4:30 p.m.,"43/3 (43L) | Plesetsk Cosmodrome, Russian Federation",Soyuz-U-PVB,Launch Successful
Russian Federal Space Agency (ROSCOSMOS),—,Soyuz U | Progress M-22,03/22/1994 4:54 a.m.,"1/5 | Baikonur Cosmodrome, Republic of Kazakhstan",Soyuz U,Launch Successful
Khrunichev State Research and Production Space Center,Uragan 54 to 56,Proton | Uragan 54 to 56,04/11/1994 7:49 a.m.,"81/23 (81L) | Baikonur Cosmodrome, Republic of Kazakhstan",Proton,Launch Successful
Russian Federal Space Agency (ROSCOSMOS),Tselina-2 15,Zenit-2 | Tselina-2 15,04/23/1994 8:01 a.m.,"45/1 | Baikonur Cosmodrome, Republic of Kazakhstan",Zenit-2,Launch Successful
Production Corporation Polyot,Parus 82,Kosmos-3M | Parus 82,04/26/1994 2:14 a.m.,"133/3 (133L) | Plesetsk Cosmodrome, Russian Federation",Kosmos-3M,Launch Successful
Russian Federal Space Agency (ROSCOSMOS),Yantar-4KS1M 5,Soyuz U | Yantar-4KS1M 5,04/28/1994 5:14 p.m.,"31/6 | Baikonur Cosmodrome, Republic of Kazakhstan",Soyuz U,Launch Successful
Khrunichev State Research and Production Space Center,Rimsat G2,Proton | Rimsat G2,05/20/1994 2:01 a.m.,"81/23 (81L) | Baikonur Cosmodrome, Republic of Kazakhstan",Proton,Launch Successful
Russian Federal Space Agency (ROSCOSMOS),—,Soyuz U | Progress M-23,05/22/1994 4:30 a.m.,"1/5 | Baikonur Cosmodrome, Republic of Kazakhstan",Soyuz U,Launch Successful
